Title,Abstract,Tag,Type
 Diabetes and silent atrial fibrillation: A dangerous liaison? , Diabetic patients have higher risk of stroke when compared to non-diabetics andin 25% of patients the cause of stroke is unknown. Marfella et al hypothesizedthat subclinical episodes of atrial fibrillation may be a common etiologicfactor. 464 type-2 diabetic patients were compared to 240 health controls andwere followed-up for 37 months. Silent cerebral infarcts at baseline were morecommon among diabetic patients with silent AF (176 patients) when compared tonon-silent AF group (288 patients) (61% vs. 29%; p < 0.001) and was associatedwith higher number of stroke at follow-up. ,yes,new
" Diabetes, Obesity and Atrial Fibrillation: Epidemiology, Mechanisms andInterventions. "," Body mass index (BMI) is a powerful predictor of death, type 2 diabetes (T2DM)and cardiovascular (CV) morbidity and mortality. Over the last few decades, wehave witnessed a global rise in adult obesity of epidemic proportions. Similarly,there has been a parallel increase in the incidence of atrial fibrillation (AF),itself a significant cause of cardiovascular morbidity and mortality. This may bepartly attributable to advances in the treatment of coronary heart disease (CHD)and heart failure (HF) improving life expectancy, however, epidemiologicalstudies have demonstrated an independent association between obesity, diabetesand AF, suggesting possible common pathophysiological mechanisms and riskfactors. Indeed, cardiac remodeling, haemodynamic alterations, autonomicdysfunction, and diastolic dysfunction have been reported in obese and diabeticcohorts. Moreover, diabetic cardiomyopathy is characterized by an adversestructural and functional cardiac phenotype, which may predispose to thedevelopment of AF. In this review, we discuss the pathophysiological andmechanistic relationships between obesity, diabetes and AF, and some of thechallenges posed in the management of this high-risk group of individuals. ",no,new
 Brief episodes of silent atrial fibrillation predict clinical vascular braindisease in type 2 diabetic patients. ," OBJECTIVES: This study evaluated whether subclinical episodes of atrialfibrillation (AF) were associated with an increased risk of silent cerebralinfarct (SCI) and stroke in diabetic patients younger than 60 years who did nothave other clinical evidence of AF and cerebrovascular disease at baseline.BACKGROUND: In type 2 diabetic patients, one-fourth of strokes are of unknowncause, and subclinical episodes of AF may be a common etiologic factor. METHODS:A total of 464 type 2 diabetic patients younger than 60 years were included in alongitudinal observational study and matched to patients without diabetes.Patients underwent 48-h electrocardiographic Holter monitoring quarterly todetect brief subclinical episodes of AF (duration of AF <48 h) and were followedup for 37 months. The outcomes were SCI, assessed by magnetic resonance imagingof the brain, and stroke events during the follow-up period. RESULTS: Theprevalence of subclinical episodes of AF was significantly greater among patientswith diabetes compared with matched healthy subjects (11% vs. 1.6%, p < 0.0001).During an average duration of 37 months, 43 stroke events occurred in thediabetic population and no events occurred in healthy subjects. Diabetic patientswith silent episodes of AF (n = 176) had a higher baseline prevalence of SCI (61%vs. 29%; p < 0.01) and a higher number of stroke events (17.3% vs. 5.9%; p <0.01) during the follow-up period than the other patients (n = 288). An episodeof silent AF was an independent determinant of SCI (odds ratio: 4.441; p < 0.001;confidence interval: 2.42 to 8.16) and an independent predictor of the occurrenceof stroke in diabetic patients (hazard ratio: 4.6; p < 0.01; confidence interval:2.7 to 9.1). CONCLUSIONS: Subclinical episodes of AF occurred frequently in type2 diabetic patients and were associated with a significantly increased risk ofSCI and stroke. ",no,new
 Mechanism of and therapeutic strategy for atrial fibrillation associated withdiabetes mellitus. ," Diabetes mellitus (DM) is one of the most important risk factors for atrialfibrillation (AF) and is a predictor of stroke and thromboembolism. DM mayincrease the incidence of AF, and when it is combined with other risk factors,the incidence of stroke and thromboembolism may also be higher; furthermore,hospitalization due to heart failure appears to increase. Maintenance ofwell-controlled blood glucose and low levels of HbA1c in accordance withguidelines may decrease the incidence of AF. The mechanisms of AF associated withDM are autonomic remodeling, electrical remodeling, structural remodeling, andinsulin resistance. Inhibition of the renin-angiotensin system is suggested to bean upstream therapy for this type of AF. Studies have indicated that catheterablation may be effective for AF associated with DM, restoring sinus rhythm andimproving prognosis. Catheter ablation combined with hypoglycemic agents mayfurther increase the rate of maintenance of sinus rhythm and reduce the need forreablation. ",no,new
 Impaired atrial electromechanical function and atrial fibrillation promotion inalloxan-induced diabetic rabbits. ," BACKGROUND: Diabetes mellitus (DM) is an independent risk factor for atrialfibrillation (AF). However, the underlying mechanisms are still not clearlyelucidated. The aim of this study was to evaluate the atrial electromechanicalfunction, atrial electrophysiological changes and AF inducibility inalloxan-induced diabetic rabbits. METHODS: In 8 alloxan-induced diabetic rabbitsand 8 controls, we evaluated atrial electromechanical function by tissue Dopplerimaging. Isolated Langendorff-perfused rabbit hearts were prepared to measureatrial refractory effective period (AERP) and its dispersion (AERPD), interatrialconduction time (IACT) and vulnerability to AF. Atrial interstitial fibrosis wasevaluated by Sirius-Red staining. RESULTS: Compared with controls, left atriallateral wall Pa'-start interval (Pastart) and right atrial wall Pastart wereincreased in diabetic rabbits. AERPD was increased and IACT was prolonged indiabetic rabbits. Inducibility of AF in diabetic group was significant higherthan controls (6/8 vs. 1/8, p < 0.05). Extensive interstitial fibrosis wasobserved in the DM group (p < 0.01). Correlation analysis showed that rightatrial wall Pastart, Pa'-peak interval (Papeak) and total electromechanicalactivity (TEMA); left atrial lateral wall Papeak and TEMA, left atrial posteriorwall TEMA, and IACT were correlated with atrial areas of fibrosis. CONCLUSIONS:Atrial electromechanical function is impaired in diabetic rabbits, and isassociated with atrial fibrosis and interatrial electrical conduction delay. ",no,new
 Supplemental magnesium for prevention of atrial fibrillation: role of diabetesmellitus. ,"I read with interest the article by Dr De Oliveira et al.1 They chose 20 studies with defined criteria and divided them into “lower” and “higher” quality based on Jadad scores>3 and?3, respectively. The authors concluded that systemic magnesium sulfate did not decrease the incidence of postoperative supraventricular arrhythmias in the higher-quality studies (Jadad scores>3) and the reported effect was attributable to the lower-quality studies (Jadad scores?3). Because a study conducted by my colleagues and me is included in the list of clinical trials with higher quality,2 it shows that we did not detect any effect for magnesium in lowering the incidence of atrial fibrillation (AF). Although the primary results of our research are in accord with the findings of this meta-analysis, there are some points to be clarified.

The incidence of AF in our patients who received supplemental magnesium was lower than in the control group (7.2% v 12.3%), but the difference was not significant (p = 0.12). After categorizing the patients as diabetics and nondiabetics, we detected a significant difference between the magnesium-supplemented and control groups for nondiabetic patients (Table 1). We proposed that diabetes mellitus had hampered the prophylactic effect of supplemental magnesium on the incidence of AF.",no,new
" Prevalence and clinical features of atrial fibrillation in diabetic neuropathy: across-sectional, observational study. "," OBJECTIVE: This cross-sectional, observational study investigated prevalence andclinical features of atrial fibrillation (AF) in diabetic patient groups with orwithout autonomic neuropathy. METHODS: One hundred and fourteen consecutivepatients with pharmacologically treated type-II diabetes mellitus were enrolledfor this study in our institution between January 2010 and December 2010. Allpatients underwent 12-lead electrocardiography on the day of enrollment for AFdetection. All diabetic patients underwent neurologic examination for thepresence of diabetic autonomic neuropathy (DAN). Following clinical evaluation,sympathetic skin responses (SSR) and RR interval variability (RRIV) analysis wereused for the detection of autonomic neurologic involvement. Patients were dividedinto two groups according to presence (Group 1) or absence (Group 2) of DAN.Patient groups with or without DAN were compared for AF occurrence. Continuousand categorical data were compared with independent samples t- test andChi-square statistical tests respectively. RESULTS: Atrial fibrillationprevalence was 24% (n=29) in study population. Diabetic autonomic neuropathy wasdiagnosed in 47 (39%) patients. Basal characteristics of patients with or withoutDAN were comparable except glycosylated hemoglobin A (HbA1c) levels. HbA1c levelswere found significantly higher in patients with DAN. Atrial fibrillation wasdiagnosed in 14 patients in Group 1 and in 15 patients in Group 2. Significantlyincreased AF prevalence (31.9% vs. 20.8%, p=0.014, in groups with and without DANrespectively) was observed in patient group with diabetic autonomic neuropathy.CONCLUSION: The results of this study demonstrated an increased prevalence of AFin patients with diabetic autonomic neuropathy compared with non-neuropathic,diabetic patients. Further investigation of this relation with prospectivestudies is needed to demonstrate a causal relationship between diabetic autonomicneuropathy and AF. ",no,new
" Hyperglycemia aggravates atrial interstitial fibrosis, ionic remodeling andvulnerability to atrial fibrillation in diabetic rabbits. "," OBJECTIVE: The purpose of this study was to investigate the effects ofhyperglycemia on atrial interstitial fibrosis, ionic remodeling and vulnerabilityto atrial fibrillation (AF) in alloxan-induced diabetic rabbits. METHODS: SixtyJapanese rabbits were randomly assigned to alloxan-induced diabetic group (n=30)and control group (n=30). Ten rabbits in each group were respectively used toelectrophysiological and histological study, patch-clamp study and Westernblotting analysis. Langendorff perfusion was used to record inter-atrialconduction time (IACT), atrial effective refractory period (AERP) and dispersion(AERPD) and vulnerability to AF. Histological study was measured by Sirius-redstain. Patch-clamp technique was used to measure action potential duration (APD)and atrial ionic currents (INa and ICaL). Western blotting was applied to assessatrial protein expression of transforming growth factor beta 1 (TGFbeta1).RESULTS: Compared with control group, electrophysiological studies showed IACTwas prolonged (37.91+/-6.81 vs. 27.43+/-1.63ms, p<0.01), AERPD was increased(30.37+/-8.33 vs. 14.70+/-5.16ms, p<0.01) in diabetic group. Inducibility of AFin diabetic group was significantly higher than in controls (8/10 vs. 1/10 ofanimals, p<0.01). Collagen volume fraction was increased (6.20+/-0.64% vs.2.15+/-0.21%, p<0.01) in diabetic group. Patch-clamp studies demonstrated APD90and APD50 were prolonged in diabetic rabbits (p<0.05 vs. control). The densitiesof INa were reduced and the densities of ICaL were increased (p<0.01 vs.control). Protein expression of TGFbeta1 was increased in diabetic group (p<0.001vs. control). CONCLUSION: Our study suggests that hyperglycemia contributes toatrial interstitial fibrosis, ionic remodeling and vulnerability to AF indiabetic rabbits, resulting in atrial structural remodeling and electricalremodeling for the development and perpetuation of AF. ",no,new
" Atrial fibrillation and diabetes mellitus. Correlation, co-existence, andcoagulation therapy. "," Epidemiological studies have reported on the association between diabetesmellitus (DM) and subsequent risk of atrial fibrillation (AF) with inconsistentresults. Individuals with DM present with an increased risk (approximate 40%) ofsubsequent AF compared with unaffected individuals, but the mechanisms underlyingthe relationship between DM and AF remains speculative. Both entities sharecommon risk factors and, thus, seem to be closely associated with each other.Obviously, the quality of glycemic control is directly related with the risk forAF; the risk is higher with longer duration of treated diabetes and poorerglycemic control. Future research should identify approaches to reduce the riskof AF in people with diabetes by means of consequent screening andanti-coagulation therapy. ",no,new
" The effect of diabetic autonomic neuropathy on P-wave duration, dispersion andatrial fibrillation. "," INTRODUCTION: Atrial fibrillation (AF) is the most common sustained arrhythmia.Diabetic autonomic neuropathy (DAN) is a frequent complication of diabetesmellitus and has a negative impact on the cardiovascular system. There are nodata about the occurrence of paroxysmal atrial fibrillation (PAF) in thepopulation with DAN. MATERIAL AND METHODS: We analysed the data of 100 patientswith PAF. The study population was divided into three groups: group I: 28patients with diabetes mellitus (DM) and DAN, group II: 34 patients with DMwithout DAN, and group III: 38 patients without DM. P-wave duration (FPD) anddispersion (PWD) were measured during sinus rhythm and AF episodes were countedduring 12 months of follow-up. RESULTS: Recurrence of PAF was higher in group I(47 episodes/year) compared to groups II and III (26 and 22 episodes/year) -p<0.01. The FPD was longer in group I (137.4 +/-12.0 ms vs. 126 +/-23.0 ms in IIgroup and 129 +/-18.3 ms in group III; p<0.001). The PWD was longer in patientswith DAN (53 +/-19 ms vs. 36 +/-18 ms and 34 +/- 20 ms, p<0.001). CONCLUSIONS:The results showed that the presence of DAN caused a significant increase inP-wave duration and dispersion, which might be responsible for the recurrence ofAF. ",no,new
Atrial fibrillation in patients with type 2 diabetes mellitus: specific featuresof development and antirecurrence therapy. ," We examined 212 patients aged 52-70 years with persistent symptomatic atrialfibrillation (AF). Comparison of AF substrates in patients with (n=26) andwithout (n=27) type 2 diabetes mellitus (DM2) revealed slowing of intraatrialconduction, increased vulnerability of atria, and more pronounced worsening ofleft ventricular diastolic function among DM2 patients. Comparison of groups ofpatients with (n=32) and without (n=33) diabetic cardiac autonomic neuropathy(CAN) revealed augmentation of adrenergic influences on the heart andcomparatively higher antirecurrence efficacy of sotalol among patients with CAN.In 94 patients with type 2 DM complicated with CAN after randomization weadministered antiarrhythmic therapy with sotalol in combination with perindopril(n=33), lipoic acid (n=31), perindopril and lipoic acid (n=30), and comparedresults with sotalol monotherapy. In 6 months percentage of patients in sinusrhythm was significantly higher in the group of combination therapy (sotalol plusperindopril plus lipoic acid). This was probably a result of simultaneouscorrection of disturbances caused by both ""diabetic cardiomyopathy"" and CAN. ",no,new
" Diabetes mellitus, glycemic control, and risk of atrial fibrillation. "," BACKGROUND: Diabetes may be an independent risk factor for atrial fibrillation.However, results from prior studies are in conflict, and no study has examineddiabetes duration or glycemic control. OBJECTIVE: To examine the association ofdiabetes with risk of atrial fibrillation and to describe risk according todiabetes duration and glycemic control. DESIGN: A population-based case-controlstudy. PARTICIPANTS: Within a large, integrated healthcare delivery system, weidentified 1,410 people with newly-recognized atrial fibrillation from ICD-9codes and validated cases by review of medical records. 2,203 controls withoutatrial fibrillation were selected from enrollment lists, stratified on age, sex,hypertension, and calendar year. MAIN MEASURES: Information on atrialfibrillation, diabetes and other characteristics came from medical records.Diabetes was defined based on physician diagnoses recorded in the medical record,and pharmacologically treated diabetes was defined as receiving antihyperglycemicmedications. Information about hemoglobin A1c levels came from computerizedlaboratory data. KEY RESULTS: Among people with atrial fibrillation, 252/1410(17.9%) had pharmacologically treated diabetes compared to 311/2203 (14.1%) ofcontrols. The adjusted OR for atrial fibrillation was 1.40 (95% CI 1.15-1.71) forpeople with treated diabetes compared to those without diabetes. Among those withtreated diabetes, the risk of developing atrial fibrillation was 3% higher foreach additional year of diabetes duration (95% CI 1-6%). Compared to peoplewithout diabetes, the adjusted OR for people with treated diabetes with averagehemoglobin A1c <or=7 was 1.06 (95% CI 0.74-1.51); for A1c >7 but <or=8, 1.48(1.09-2.01); for A1c >8 but <or=9, 1.46 (1.02-2.08); and for A1c >9, 1.96(1.22-3.14). CONCLUSIONS: Diabetes was associated with higher risk of developingatrial fibrillation, and risk was higher with longer duration of treated diabetesand worse glycemic control. Future research should identify and test approachesto reduce the risk of atrial fibrillation in people with diabetes. ",yes,new
 Influences of autonomic nervous system on atrial arrhythmogenic substrates andthe incidence of atrial fibrillation in diabetic heart. ," Diabetes mellitus (DM) is clinically associated with an increased incidence ofatrial fibrillation (AF), but the underlying mechanism remains unclear. Wehypothesized that neural remodeling enhances AF vulnerability in diabetic hearts.Eight weeks after creating streptozotocin-induced diabetic rats (DM rats) orcontrol rats, the hearts were perfused according to the Langendorff method.Inducibility of AF was evaluated by 5 times burst pacing from the right atriumand the atrial effective refractory period (AERP) was measured. The protocol wasrepeated during sympathetic nerve stimulation (SNS) or parasympathetic nervestimulation (PNS). In tissue samples taken from the right atrium, the density ofnerves positive for tyrosine hydroxylase (TH) and acetylcholinesterase (AChE)were determined. SNS significantly increased the incidence of AF in DM rats (14+/- 6 to 30 +/- 8%, P < 0.01), but not in control rats (11 +/- 4 to 14 +/- 6%,NS). Although AERP was significantly decreased by SNS in both rats (each P <0.01), increased heterogeneity of AERP by SNS was seen only in DM rats. PNSsignificantly decreased AERP and increased the incidence of AF (9 +/- 5 to 30 +/-5% in control rats, 12 +/- 6 to 27 +/- 6% in DM rats, each P < 0.01) in bothrats. The density of TH-positive nerves was heterogeneous in DM rats comparedwith control rats, whereas the heterogeneity of AChE-positive nerves was notdifferent in the rats. The prevalence of AF was enhanced by adrenergic activationin diabetic hearts, in which heterogeneous sympathetic innervation was evident.These results suggest that neural remodeling may play a crucial role forincreased AF vulnerability in DM. ",no,new
 Obstructive coronary artery disease in high-risk diabetic patients with andwithout atrial fibrillation. ," OBJECTIVE: To investigate the severity of coronary artery disease by coronaryangiography in age-matched and sex-matched patients with diabetes mellitus withatrial fibrillation versus sinus rhythm. METHODS: The patients included 245 menand women, mean age of 70 years, with diabetes and atrial fibrillation and 245age-matched and sex-matched patients with diabetes and sinus rhythm who underwentcoronary angiography. Baseline characteristics and indications for coronaryangiography were similar in both groups. RESULTS: Greater than 50% narrowing ofone, two, or three major coronary arteries were present in 229 of 245 patients(94%) with diabetes and atrial fibrillation and in 211 of 245 patients (86%) withdiabetes and with sinus rhythm (P<0.01). Greater than 50% narrowing of threemajor coronary arteries were present in 150 of 245 patients (61%) with diabetesand atrial fibrillation and in 75 of 245 patients (31%) with diabetes and sinusrhythm (P<0.001). CONCLUSION: Patients with diabetes and atrial fibrillation havea significantly higher prevalence of greater than 50% narrowing of one or moremajor coronary arteries and of three major coronary arteries than patients withdiabetes and sinus rhythm. ",no,new
"Fewer cases of stroke, atrial fibrillation, diabetes and renal insufficiency.Good treatment of hypertension is more than lowering of blood pressure. ",,no,new
 [Anticoagulation in atrial fibrillation and antiplatelet in diabetes mellitustype 2. How do we do it?]. ," BACKGROUND: In spite of evidence about the interest of anticoagulation in AtrialFibrillation (AF) and antiplatelet to diabetics (DM) type 2, the national andinternational references describe a low level of assumption of those criteria inpractice. Published studies on these aspects are unavailable in Navarre. METHODS:Cross-sectional study. POPULATION: primary care patients (1,600 people > 15years). INCLUSION CRITERIA: patients diagnosed of AF / with diagnosis of DM type2, over 40. VARIABLES: age and sex, criteria of AF with high embolic risk (>6%annual) and cardiovascular risk factors in DM2. DATA COLLECTION: in computerisedregisters of Organisation and Management Information. ANALYSIS: (populationuniverse studied), results in absolute numbers and percentages. RESULTS:Twenty-five people with diagnosis of chronic FA (14 women and 11 men, average age78.36 years); 22 (81.8%) show high embolic risk. There were counter-indicationsin 4 cases. Type 2 diabetics totalled 69 people (29 women and 40 men, average age68.57 years). There are 16 (23.1%) in primary prevention (PP), 26 (37.3%) insecondary prevention (SP), and 27 (39.1%) do not follow antiplatelet therapy.There is counter-indication in 8 cases and 14 patients (20.2%) would besusceptible to intervention. CONCLUSIONS: The results of oral anticoagulanttherapy (OAT) in high risk AF exceed the reviewed references. The PP with DM2 aresimilar figures to other studies; a area of improvement was detected. We must askfor the opinion of the patient and individualise these therapies. The familydoctor has a significant responsibility in cardiovascular prevention of thepatients affected by these problems. ",no,new
 The prothrombotic risk of diabetes mellitus in atrial fibrillation and heartfailure. ,"Atrial fibrillation (AF) [1] and diabetes mellitus (DM) [2] are predisposing factors to the development of congestive heart failure (CHF). All three conditions are associated with thrombosis-related complications, such as stroke and thromboembolism. Endothelial damage/dysfunction and platelet abnormalities, which are manifest in AF, DM and CHF [2–10], may underline the etiology of a prothrombotic state in these conditions, individually and in combination. Of note, endothelial abnormalities in DM have been demonstrated to be only partially influenced by contemporary intensified multi-factorial cardiovascular risk intervention, suggesting the need for earlier and more aggressive risk factor intervention [11]. Our aim was to further examine the contribution of DM to the prothrombotic risk in AF and CHF, and hypothesized that the presence of DM augments endothelial damage/dysfunction and increases the platelet activation in patients with AF with and without CHF.

We tested this hypothesis by performing a cross-sectional study of patients with AF, with and without DM and CHF, as a substudy of subjects (except for those from the adjusted dose/therapeutic dose warfarin arm) participating in the 3rd Stroke Prevention in AF study (SPAF-III) [Table 1a]. Plasma levels of von Willebrand factor (VWF, a marker of endothelial damage/dysfunction [12]) and soluble P-selectin (sP-sel, a marker of platelet activation [13]) were measured using ELISA. Variance in the distribution of VWF, sP-sel, blood pressure, age and body mass index (BMI) across groups was analyzed using one-way anova (or Kruskal–Wallis test, for non-parametric data). Inter-group differences were analyzed using Tukey post hoc analysis (or Mann–Whitney test, for non-parametric data). A ?2 test was used for similar analyses among categorical cardiovascular risk variables. Logistic multivariate analysis was used to assess the association of DM with measured variables, and estimated odds ratios were calculated for significant independent associations.",no,new
 Diabetic atrial fibrillation patients: mortality and risk for stroke or embolismduring a 10-year follow-up. ," BACKGROUND: To compare in atrial fibrillation patients with and without diabetes,(1) baseline characteristics, (2) additional risk factors for stroke orperipheric or visceral embolism (hypertension, previous stroke, age >75 years),(3) mortality, (4) stroke or embolism, and (5) oral anticoagulation in the year2000. METHODS: Included were 409 outpatients with nonrheumatic atrialfibrillation (62 +/- 12 years, 36% female). All underwent transthoracic andtransesophageal echocardiography. Patients with thrombi received oralanticoagulation; patients without thrombi received aspirin until the follow-up in1995; afterwards, oral anticoagulation according to risk factors for stroke orembolism was recommended. Patients were contacted during the year 2000. RESULTS:Type 2 diabetes was diagnosed in 73 patients (18%). Sixteen (22%) diabetic and169 (50%) nondiabetic patients had no other risk factors for stroke or embolism(p < 0.0001). Diabetic patients were older, had more frequent heart failure,hypertension, myocardial infarction, left ventricular dysfunction, valvularabnormalities, left atrial or appendage thrombi, larger left atria, and leftatrial appendages than nondiabetic patients. Mean follow-up was 115 months.Diabetic patients had a higher mortality than nondiabetic patients (7%/yearversus 4%/year, p < 0.0001). The rate of stroke or embolism of diabetic (3%/year)and nondiabetic patients (2%/year) was similar. The rate of oral anticoagulationwas higher in diabetic than in nondiabetic patients (p = 0.0066). CONCLUSIONS:Diabetic patients with atrial fibrillation frequently have additional riskfactors for stroke or embolism, and thus should be treated with oralanticoagulation. Whether in the rare cases of atrial fibrillation, in whomdiabetes is the only clinical risk factor, oral anticoagulation is indicatedcannot be answered by the present study. ",yes,new
 Effect of diabetes mellitus in recovery and maintenance of sinus rhythm inpatients with persistent atrial fibrillation. ," INTRODUCTION: Diabetes mellitus is frequently accompanied by cardiac rhythmdisorders. On the other hand, atrial fibrillation is the most frequent cardiacarrhythmia in adult population [1, 2]. According to some of the largeepidemiological studies diabetes mellitus is among independent risk factors fordevelopment and persistence of atrial fibrillation [3]. Both diabetes mellitusand atrial fibrillation independently increase the risk of thromboembolism,especially of stroke [3-5]. It is obvious that rhythm control, i.e. restorationand maintenance of sinus rhythm, may be essential for prevention ofthromboembolism in these patients. THE AIM OF THE STUDY: The aim of this study isto analyse the impact of diabetes mellitus on rhythm control in patients withpersistent atrial fibrillation. METHODS: We analysed the impact of diabetesmellitus and other clinical and echocardiographic parameters (age, gender,current arrhythmia duration, presence of previous episodes of persistent atrialfibrillation, cardiac and/or noncardiac diseases, left atrial diameter and leftventricular ejection fraction) on outcome of attempted cardioversion in patientswith persistent atrial fibrillation admitted to Cardiologic Department of theInstitute of Cardiovascular Diseases, Clinical Centre of Serbia, between January1992 and December 1999. We also analysed retrospectively the impact of diabetesmellitus and other parameters listed above on the presence of previous episodesof atrial fibrillation in our patients, that at our opinion reflected thepossibilities of sinus rhythm maintenance in these patients. All continuousparameters were expressed as mean value and standard deviation. Statisticalsignificance of differences between variables was examined using Chi-square test.For identification of independent predictors of examined outcomes we usedmultiple logistic regression model with 95% of confidence interval. Statisticalanalysis was performed using Statistical Package for Social Sciences (SPSS)programme. RESULTS: Of 378 patients with currently persistent atrialfibrillation, aged mean 53.98 +/- 11.69 years, there were 266 (70.4%) men.Diabetes mellitus was previously diagnosed in 27 (7.1%) patients, cardiacdiseases in 223 (59.0%), noncardiac diseases in 47 (12.4%) and 140 (37.0%)patients had ""lone"" atrial fibrillation. Left atrial enlargement was noted in 224(59.3%) patients, and reduced left ventricular ejection fraction in 82 (21.7%).Atrial fibrillation lasted 48 hours to 9 years, mean 8.5 +/- 18.14 months beforecardioversion. While 43 patients had previous episodes of persistent AF for last1-30 years, mean 10.5 +/- 7.3,335 patients never experienced AF before. There wasa statistically significant difference in percent of diabetic patients (18.6%/43vs. 5.7%/335, value of Chi-square test = 7.759, p < 0.01) in these two groups. Weanalysed the impact of diabetes mellitus on outcome of attempted cardioversionand on presence of previous episodes of AF reflecting the success in maintainingsinus rhythm. Multiple logistic regression models for all of 378 patients, withdependent variable being present in previous recurrent atrial fibrillations andindependent variables of clinical and echocardiographic parameters as listed,identified diabetes mellitus to be an independent predictor of repeated atrialfibrillations with relative risk of 4.6 (CI 95%). When dependent variable in thesame model was outcome of cardioversion (sinus rhythm is restored in 281/378patients--74%) diabetes mellitus was not among independent predictors ofsuccessful cardioversion. DISCUSSION: The relationship between atrialfibrillation and diabetes mellitus is not completely understood, including theimpact of known complications of diabetes mellitus on electrophysiologicalproperties of atrial myocardium and development of atrial fibrillation [6].Besides being the independent risk factor for occurrence of atrial fibrillation,diabetes mellitus, according to our results, appears to influence thepossibilities of maintaining sinus rhythm after cardioversion of permanent atrialfibrillation in diabetic patients. We found that patients with diabetes mellitusand persistent atrial fibrillation may be successfully converted to sinus rhythmlike any other group of patients, but the presence of diabetes mellitus increasesthe risk of arrhythmia recurrence for 4.6 times compared to patients withoutdiabetes mellitus. Obviously, diabetic patients need to be treated with moreefficacious antiarrhythmics from the very beginning, including amiodarone, whichsuccessfully prevents recurrent atrial fibrillation in the majority of patients[7, 8]. CONCLUSION: We concluded that diabetes mellitus independently predictsthe presence of recurrent atrial fibrillation but does not influence thepossibility of sinus rhythm restoration. The relationship between atrialfibrillation and diabetes mellitus needs further investigation. ",no,new
" The effects of hypertension, diabetes mellitus, atrial fibrillation, transientischemic attack and smoking on stroke in Chinese people. "," Clinical findings and cranial CT scan identified stroke in 315 admitted patientsat Taichung Veterans General Hospital from January 1, 1989 to December 31, 1989.Hemorrhage was found in 137 cases and infarction in 178 cases (thrombosis in 124cases, embolism in 54 cases). Most cases with stroke (72.4%) were distributed inages between 55 and 74 years. The mean age of patient with cerebral infarctionwas 64.8 years, which was about 3.3 years higher than those with cerebralhemorrhage (mean age 61.5 years). The control group consisted of 117 persons(matched in age and sex) who had no history of stroke. In comparison of the fiverisk factors (hypertension, diabetes mellitus, atrial fibrillation, transientischemic attack, and smoking) between the patients and the controls, we foundthat cerebral thrombosis was significantly associated with hypertension, diabetesmellitus, and smoking; cerebral embolism with hypertension, atrial fibrillation,and transient ischemic attack; and cerebral hemorrhage with hypertension only. ",no,new
 Mitral annular calcification progression and the risk of atrial fibrillation:results from MESA. ," Aims: To determine if progression of mitral annular calcium (MAC) detected bycardiac computed tomography (CT) predicts incident atrial fibrillation (AF).Methods and results: This analysis included 5683 participants (mean age 64 +/- 10years; 52% women; 40% whites; 27% blacks; 21% Hispanics; 12% Chinese-Americans)from the Multi-Ethnic Study of Atherosclerosis. MAC was measured by cardiac CT atbaseline and at a follow-up CT scan over a mean time of 2.4 +/- 0.84 years. AFwas ascertained by review of hospital discharge records and from Medicare claimsdata through 31 December 2012. Cox regression was used to compute hazard ratios(HRs) and 95% confidence intervals (CIs) for the association between MACprogression and AF. Over a median follow-up of 8.6 years, a total of 533 (9.4%)incident AF cases were detected. In a model adjusted for age, sex,race/ethnicity, education, income, baseline MAC, systolic blood pressure, bodymass index, diabetes, smoking, total cholesterol, high-density lipoproteincholesterol, antihypertensive medications, lipid-lowering therapies, and aspirin,any MAC progression (>0/year) was associated with an increased risk for AF (HR =1.50, 95% CI = 1.20-1.87). Multiplicative interactions were not significantbetween MAC progression and AF by age (<65 year vs. older), sex, orrace/ethnicity (whites vs. non-whites). Conclusion: Important prognosticinformation regarding AF risk is obtained with follow-up MAC measurement, as therisk for participants with any MAC progression was substantively greater thanparticipants without progression. MAC progression may detect underlying leftatrial abnormalities that predispose to AF. ",yes,new
